Predator,Prey,Reference,Location,Latitude,Longitude,Depth
Lithodes santolla,Necromass,Lovrich2016,,,,
Raja (Dipturus) chilensis,Cephalopoda,Lucifora2000,,,,
Raja (Dipturus) chilensis,Crustacea,Lucifora2000,,,,
Raja (Dipturus) chilensis,Genypterus blacodes,Lucifora2000,,,,
Raja (Dipturus) chilensis,Isopoda,Lucifora2000,,,,
Raja (Dipturus) chilensis,Merluccius hubbsi,Lucifora2000,,,,
Raja (Dipturus) chilensis,Patagonotothen ramsayi,Lucifora2000,,,,
Eleginops maclovinus,Amphipoda,Martin2008,,,,
Eleginops maclovinus,Cumacea,Martin2008,,,,
Eleginops maclovinus,Delesseriaceae ,Martin2008,,,,
Eleginops maclovinus,Gammaridea,Martin2008,,,,
Eleginops maclovinus,Isopoda,Martin2008,,,,
Eleginops maclovinus,Nemertea,Martin2008,,,,
Eleginops maclovinus,Nereididae,Martin2008,,,,
Eleginops maclovinus,Ophiuroidea,Martin2008,,,,
Eleginops maclovinus,Ostracoda,Martin2008,,,,
Eleginops maclovinus,Patagonotothen cornucola,Martin2008,,,,
Eleginops maclovinus,Peltarion spinosulum,Martin2008,,,,
Eleginops maclovinus,Polychaeta,Martin2008,,,,
Eleginops maclovinus,Polynoidae,Martin2008,,,,
Eleginops maclovinus,Priapulida,Martin2008,,,,
Eleginops maclovinus,Tanaidacea,Martin2008,,,,
Eleginops maclovinus,Terebellidae,Martin2008,,,,
Eleginops maclovinus,Ulva sp.,Martin2008,,,,
Eleginops maclovinus,Ulva sp.,Martin2008,,,,
Eleginops maclovinus,Zooplankton,Martin2008,,,,
Austrolycus depressiceps,Amphipoda,Matallanas1988,,,,
Eleginops maclovinus,Amphipoda,Matallanas1988,,,,
Paranotothenia magellanica,Amphipoda,Matallanas1988,,,,
Patagonotothen tessellata,Amphipoda,Matallanas1988,,,,
Cottoperca gobio,Harpagifer bispinis,Matallanas1988,,,,
Paranotothenia magellanica,Isopoda,Matallanas1988,,,,
Patagonotothen cornucola,Isopoda,Matallanas1988,,,,
Patagonotothen tessellata,Isopoda,Matallanas1988,,,,
Paranotothenia magellanica,Macroalgae,Matallanas1988,,,,
Austrolycus depressiceps,Polychaeta,Matallanas1988,,,,
Paranotothenia magellanica,Polychaeta,Matallanas1988,,,,
Schroederichthys bivius,Amphipoda,Matallanas1993,,,,
Schroederichthys bivius,Champsocephalus esox,Matallanas1993,,,,
Schroederichthys bivius,Cirripedia,Matallanas1993,,,,
Schroederichthys bivius,Echiura,Matallanas1993,,,,
Schroederichthys bivius,Isopoda,Matallanas1993,,,,
Schroederichthys bivius,Macroalgae,Matallanas1993,,,,
Schroederichthys bivius,Munida gregaria,Matallanas1993,,,,
Schroederichthys bivius,Polychaeta,Matallanas1993,,,,
Schroederichthys bivius,Porifera,Matallanas1993,,,,
Schroederichthys bivius,Priapulida,Matallanas1993,,,,
Schroederichthys bivius,Priapulida,Matallanas1993,,,,
Euphausiacea,Phytoplankton,Mauchline1979,,,,
Glabraster antarctica,Bryozoa,McClintock1994,,,,
Glabraster antarctica,Diatomea,McClintock1994,,,,
Glabraster antarctica,Fresh detritus,McClintock1994,,,,
Holothuroidea,Fresh detritus,McClintock1994,,,,
Glabraster antarctica,Necromass,McClintock1994,,,,
Glabraster antarctica,Phytoplankton,McClintock1994,,,,
Glabraster antarctica,Porifera,McClintock1994,,,,
Macruronus magellanicus,Ctenophora,Mianzan1996,,,,
Patagonotothen ramsayi,Ctenophora,Mianzan1996,,,,
Salilota australis,Ctenophora,Mianzan1996,,,,
Stromateus brasiliensis,Ctenophora,Mianzan1996,,,,
Sprattus fuegensis,Amphipoda,Montecinos2015,,,,
Sprattus fuegensis,Copepoda,Montecinos2015,,,,
Sprattus fuegensis,Diatomea,Montecinos2015,,,,
Sprattus fuegensis,Euphausiacea,Montecinos2015,,,,
Sprattus fuegensis,Isopoda,Montecinos2015,,,,
Sprattus fuegensis,Phytoplankton,Montecinos2015,,,,
Sprattus fuegensis,Zooplankton,Montecinos2015,,,,
Cottoperca gobio,Amphipoda,Moreno1984,,,,
Paranotothenia magellanica,Amphipoda,Moreno1984,,,,
Patagonotothen brevicauda brevicauda,Amphipoda,Moreno1984,,,,
Patagonotothen cornucola,Amphipoda,Moreno1984,,,,
Patagonotothen longipes,Amphipoda,Moreno1984,,,,
Patagonotothen sima,Amphipoda,Moreno1984,,,,
Patagonotothen tessellata,Amphipoda,Moreno1984,,,,
Paranotothenia magellanica,Bryozoa,Moreno1984,,,,
Paranotothenia magellanica,Cephalopoda,Moreno1984,,,,
Paranotothenia magellanica,Copepoda,Moreno1984,,,,
Patagonotothen brevicauda brevicauda,Copepoda,Moreno1984,,,,
Patagonotothen cornucola,Copepoda,Moreno1984,,,,
Patagonotothen longipes,Copepoda,Moreno1984,,,,
Patagonotothen sima,Copepoda,Moreno1984,,,,
Patagonotothen tessellata,Copepoda,Moreno1984,,,,
Patagonotothen tessellata,Copepoda,Moreno1984,,,,
Paranotothenia magellanica,Eurypodius latreillii,Moreno1984,,,,
Harpagifer bispinis,Exosphaeroma gigas,Moreno1984,,,,
Paranotothenia magellanica,Exosphaeroma gigas,Moreno1984,,,,
Patagonotothen cornucola,Exosphaeroma gigas,Moreno1984,,,,
Patagonotothen longipes,Exosphaeroma gigas,Moreno1984,,,,
Patagonotothen tessellata,Exosphaeroma gigas,Moreno1984,,,,
Patagonotothen cornucola,Gastropoda,Moreno1984,,,,
Patagonotothen tessellata,Gastropoda,Moreno1984,,,,
Cottoperca gobio,Halicarcinus planatus ,Moreno1984,,,,
Patagonotothen brevicauda brevicauda,Halicarcinus planatus ,Moreno1984,,,,
Patagonotothen cornucola,Halicarcinus planatus ,Moreno1984,,,,
Patagonotothen longipes,Halicarcinus planatus ,Moreno1984,,,,
Paranotothenia magellanica,Hydrozoa,Moreno1984,,,,
Patagonotothen cornucola,Hydrozoa,Moreno1984,,,,
Patagonotothen tessellata,Hydrozoa,Moreno1984,,,,
Paranotothenia magellanica,Isopoda,Moreno1984,,,,
Patagonotothen cornucola,Isopoda,Moreno1984,,,,
Patagonotothen longipes,Isopoda,Moreno1984,,,,
Patagonotothen sima,Isopoda,Moreno1984,,,,
Patagonotothen tessellata,Isopoda,Moreno1984,,,,
Champsocephalus esox,Munida gregaria,Moreno1984,,,,
Cottoperca gobio,Munida gregaria,Moreno1984,,,,
Paranotothenia magellanica,Munida gregaria,Moreno1984,,,,
Patagonotothen brevicauda brevicauda,Munida gregaria,Moreno1984,,,,
Patagonotothen cornucola,Munida gregaria,Moreno1984,,,,
Patagonotothen longipes,Munida gregaria,Moreno1984,,,,
Patagonotothen sima,Munida gregaria,Moreno1984,,,,
Patagonotothen tessellata,Munida gregaria,Moreno1984,,,,
Patagonotothen cornucola,Ostracoda,Moreno1984,,,,
Cottoperca gobio,Paranotothenia magellanica,Moreno1984,,,,
Cottoperca gobio,Patagonotothen brevicauda brevicauda,Moreno1984,,,,
Patagonotothen brevicauda brevicauda,Patagonotothen cornucola,Moreno1984,,,,
Cottoperca gobio,Patagonotothen longipes,Moreno1984,,,,
Champsocephalus esox,Patagonotothen sima,Moreno1984,,,,
Cottoperca gobio,Patagonotothen sima,Moreno1984,,,,
Champsocephalus esox,Patagonotothen tessellata,Moreno1984,,,,
Cottoperca gobio,Patagonotothen tessellata,Moreno1984,,,,
Paranotothenia magellanica,Polychaeta,Moreno1984,,,,
Patagonotothen brevicauda brevicauda,Polychaeta,Moreno1984,,,,
Patagonotothen cornucola,Polychaeta,Moreno1984,,,,
Patagonotothen longipes,Polychaeta,Moreno1984,,,,
Patagonotothen sima,Polychaeta,Moreno1984,,,,
Patagonotothen tessellata,Polychaeta,Moreno1984,,,,
Patagonotothen longipes,Amphipoda,Murillo2002,,,,
Patagonotothen longipes,Euphausiacea,Murillo2002,,,,
Patagonotothen longipes,Mytilus edulis chilensis,Murillo2002,,,,
Patagonotothen longipes,Nereididae,Murillo2002,,,,
Patagonotothen longipes,Ostracoda,Murillo2002,,,,
Patagonotothen longipes,Porphyra sp.,Murillo2002,,,,
Sprattus fuegensis,Amphipoda,Neira2014,,,,
Sprattus fuegensis,Copepoda,Neira2014,,,,
Sprattus fuegensis,Diatomea,Neira2014,,,,
Sprattus fuegensis,Euphausiacea,Neira2014,,,,
Sprattus fuegensis,Isopoda,Neira2014,,,,
Sprattus fuegensis,Ostracoda,Neira2014,,,,
Sprattus fuegensis,Phytoplankton,Neira2014,,,,
Sprattus fuegensis,Zooplankton,Neira2014,,,,
Genypterus blacodes,Amphipoda,Nyegaard2004,,,,
Genypterus blacodes,Ascidiacea,Nyegaard2004,,,,
Genypterus blacodes,Aulacomya atra,Nyegaard2004,,,,
Genypterus blacodes,Bathyraja albomaculata,Nyegaard2004,,,,
Genypterus blacodes,Bathyraja brachyurops,Nyegaard2004,,,,
Genypterus blacodes,Bathyraja scaphiops,Nyegaard2004,,,,
Genypterus blacodes,Bivalvia,Nyegaard2004,,,,
Genypterus blacodes,Bryozoa,Nyegaard2004,,,,
Genypterus blacodes,Campylonotus vagans,Nyegaard2004,,,,
Genypterus blacodes,Cephalopoda,Nyegaard2004,,,,
Genypterus blacodes,Copepoda,Nyegaard2004,,,,
Genypterus blacodes,Cottoperca gobio,Nyegaard2004,,,,
Genypterus blacodes,Dissostichus eleginoides,Nyegaard2004,,,,
Genypterus blacodes,Euphausiacea,Nyegaard2004,,,,
Genypterus blacodes,Genypterus blacodes,Nyegaard2004,,,,
Genypterus blacodes,Holothuroidea,Nyegaard2004,,,,
Genypterus blacodes,Hydrozoa,Nyegaard2004,,,,
Genypterus blacodes,Isopoda,Nyegaard2004,,,,
Genypterus blacodes,Merluccius hubbsi,Nyegaard2004,,,,
Genypterus blacodes,Munida gregaria,Nyegaard2004,,,,
Genypterus blacodes,Ophiuroidea,Nyegaard2004,,,,
Genypterus blacodes,Patagonotothen ramsayi,Nyegaard2004,,,,
Genypterus blacodes,Polychaeta,Nyegaard2004,,,,
Genypterus blacodes,Porifera,Nyegaard2004,,,,
Genypterus blacodes,Salilota australis,Nyegaard2004,,,,
Genypterus blacodes,Stromateus brasiliensis,Nyegaard2004,,,,
Genypterus blacodes,Zygochlamys patagonica,Nyegaard2004,,,,
Macruronus magellanicus,Cephalopoda,Padovani2012,,,,
Merluccius hubbsi,Cephalopoda,Padovani2012,,,,
Patagonotothen ramsayi,Cephalopoda,Padovani2012,,,,
Macruronus magellanicus,Euphausiacea,Padovani2012,,,,
Merluccius hubbsi,Euphausiacea,Padovani2012,,,,
Patagonotothen ramsayi,Euphausiacea,Padovani2012,,,,
Patagonotothen ramsayi,Gammaridea,Padovani2012,,,,
Macruronus magellanicus,Hyperiidea,Padovani2012,,,,
Merluccius hubbsi,Hyperiidea,Padovani2012,,,,
Patagonotothen ramsayi,Hyperiidea,Padovani2012,,,,
Salilota australis,Hyperiidea,Padovani2012,,,,
Patagonotothen ramsayi,Isopoda,Padovani2012,,,,
Macruronus magellanicus,Munida gregaria,Padovani2012,,,,
Merluccius hubbsi,Munida gregaria,Padovani2012,,,,
Patagonotothen ramsayi,Munida gregaria,Padovani2012,,,,
Macruronus magellanicus,Patagonotothen ramsayi,Padovani2012,,,,
Merluccius hubbsi,Patagonotothen ramsayi,Padovani2012,,,,
Patagonotothen ramsayi,Patagonotothen ramsayi,Padovani2012,,,,
Patagonotothen ramsayi,Polychaeta,Padovani2012,,,,
Macruronus magellanicus,Sprattus fuegensis,Padovani2012,,,,
Merluccius hubbsi,Sprattus fuegensis,Padovani2012,,,,
Patagonotothen ramsayi,Sprattus fuegensis,Padovani2012,,,,
Macruronus magellanicus,Zooplankton,Padovani2012,,,,
Merluccius hubbsi,Zooplankton,Padovani2012,,,,
Patagonotothen ramsayi,Zooplankton,Padovani2012,,,,
Hyperiidea,Copepoda,Pakhomov1996,,,,
Hyperiidea,Euphausiacea,Pakhomov1996,,,,
Hyperiidea,Zooplankton,Pakhomov1996,,,,
Cosmasterias lurida,Loxechinus albus,ParedesRuiz2010,,,,
Loxechinus albus,Macrocystis pyrifera,ParedesRuiz2010,,,,
Loxechinus albus,Ulva sp.,ParedesRuiz2010,,,,
Tanaidacea,Aged detritus,Pasotti2015,,,,
Arbacia dufresnii,Amphipoda,Penchaszadeh1999,,,,
Arbacia dufresnii,Aulacomya atra,Penchaszadeh1999,,,,
Arbacia dufresnii,Bivalvia,Penchaszadeh1999,,,,
Arbacia dufresnii,Bryozoa,Penchaszadeh1999,,,,
Arbacia dufresnii,Copepoda,Penchaszadeh1999,,,,
Arbacia dufresnii,Cumacea,Penchaszadeh1999,,,,
Arbacia dufresnii,Diatomea,Penchaszadeh1999,,,,
Arbacia dufresnii,Gaimardia trapesina,Penchaszadeh1999,,,,
Arbacia dufresnii,Gastropoda,Penchaszadeh1999,,,,
Arbacia dufresnii,Isopoda,Penchaszadeh1999,,,,
Arbacia dufresnii,Macroalgae,Penchaszadeh1999,,,,
Arbacia dufresnii,Margarella violacea,Penchaszadeh1999,,,,
Arbacia dufresnii,Membranipora isabelleana,Penchaszadeh1999,,,,
Arbacia dufresnii,Mytilus edulis chilensis,Penchaszadeh1999,,,,
Arbacia dufresnii,Ostracoda,Penchaszadeh1999,,,,
Arbacia dufresnii,Phytoplankton,Penchaszadeh1999,,,,
Arbacia dufresnii,Polychaeta,Penchaszadeh1999,,,,
Arbacia dufresnii,Spirorbinae,Penchaszadeh1999,,,,
Arbacia dufresnii,Zooplankton,Penchaszadeh1999,,,,
Pseudechinus magellanicus,Amphipoda,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Aulacomya atra,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Bivalvia,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Bryozoa,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Cumacea,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Ectocarpus sp.,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Mytilus edulis chilensis,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Ostracoda,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Polychaeta,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Spirorbinae,Penchaszadeh2004,,,,
Pseudechinus magellanicus,Zooplankton,Penchaszadeh2004,,,,
Munida gregaria,Amphipoda,PerezBarros2010,,,,
Munida gregaria,Ballia sp.,PerezBarros2010,,,,
Munida gregaria,Bivalvia,PerezBarros2010,,,,
Munida gregaria,Cladophora sp.,PerezBarros2010,,,,
Munida gregaria,Crustacea,PerezBarros2010,,,,
Munida gregaria,Diatomea,PerezBarros2010,,,,
Munida gregaria,Fresh detritus,PerezBarros2010,,,,
Munida gregaria,Griffithsia sp.,PerezBarros2010,,,,
Munida gregaria,Hydrozoa,PerezBarros2010,,,,
Munida gregaria,Isopoda,PerezBarros2010,,,,
Munida gregaria,Munida gregaria,PerezBarros2010,,,,
Munida gregaria,Oligochaeta,PerezBarros2010,,,,
Munida gregaria,Phytoplankton,PerezBarros2010,,,,
Munida gregaria,Polychaeta,PerezBarros2010,,,,
Munida gregaria,Porifera,PerezBarros2010,,,,
Munida gregaria,Sphacelaria sp.,PerezBarros2010,,,,
Munida gregaria,Trailliella sp.,PerezBarros2010,,,,
Munida gregaria,Zooplankton,PerezBarros2010,,,,
Hiatella arctica,Fresh detritus,Petersen2003,,,,
Hiatella arctica,Phytoplankton,Petersen2003,,,,
Ascidiacea,Phytoplankton,Petersen2007,,,,
Dissostichus eleginoides,Amphipoda,Pilling2001,,,,
Dissostichus eleginoides,Bryozoa,Pilling2001,,,,
Dissostichus eleginoides,Cephalopoda,Pilling2001,,,,
Dissostichus eleginoides,Euphausiacea,Pilling2001,,,,
Dissostichus eleginoides,Holothuroidea,Pilling2001,,,,
Dissostichus eleginoides,Isopoda,Pilling2001,,,,
Dissostichus eleginoides,Necromass,Pilling2001,,,,
Dissostichus eleginoides,Ophiuroidea,Pilling2001,,,,
Dissostichus eleginoides,Paralomis granulosa,Pilling2001,,,,
Dissostichus eleginoides,Patagonotothen brevicauda brevicauda,Pilling2001,,,,
Cirratulidae,Aged detritus,Planque2014,,,,
Gammaridea,Aged detritus,Planque2014,,,,
Pagurus comptus,Aged detritus,Planque2014,,,,
Polychaeta,Aged detritus,Planque2014,,,,
Polynoidae,Aged detritus,Planque2014,,,,
Polynoidae,Bryozoa,Planque2014,,,,
Cephalopoda,Copepoda,Planque2014,,,,
Cirratulidae,Diatomea,Planque2014,,,,
Gammaridea,Diatomea,Planque2014,,,,
Ostracoda,Diatomea,Planque2014,,,,
Polynoidae,Diatomea,Planque2014,,,,
Ascidiacea,Fresh detritus,Planque2014,,,,
Bryozoa,Fresh detritus,Planque2014,,,,
Hydrozoa,Fresh detritus,Planque2014,,,,
Membranipora isabelleana,Fresh detritus,Planque2014,,,,
Ophiuroidea,Fresh detritus,Planque2014,,,,
Ostracoda,Fresh detritus,Planque2014,,,,
Porifera,Fresh detritus,Planque2014,,,,
Spirorbinae,Fresh detritus,Planque2014,,,,
Ophiuroidea,Gammaridea,Planque2014,,,,
Polynoidae,Gammaridea,Planque2014,,,,
Polynoidae,Nereididae,Planque2014,,,,
Polynoidae,Ostracoda,Planque2014,,,,
Ascidiacea,Phytoplankton,Planque2014,,,,
Bryozoa,Phytoplankton,Planque2014,,,,
Cirratulidae,Phytoplankton,Planque2014,,,,
Gammaridea,Phytoplankton,Planque2014,,,,
Membranipora isabelleana,Phytoplankton,Planque2014,,,,
Ophiuroidea,Phytoplankton,Planque2014,,,,
Ostracoda,Phytoplankton,Planque2014,,,,
Pagurus comptus,Phytoplankton,Planque2014,,,,
Spirorbinae,Phytoplankton,Planque2014,,,,
Zooplankton,Phytoplankton,Planque2014,,,,
Cephalopoda,Polychaeta,Planque2014,,,,
Ophiuroidea,Polychaeta,Planque2014,,,,
Polynoidae,Polychaeta,Planque2014,,,,
Ophiuroidea,Polynoidae,Planque2014,,,,
Polynoidae,Polynoidae,Planque2014,,,,
Polynoidae,Porifera,Planque2014,,,,
Cirratulidae,Zooplankton,Planque2014,,,,
Ostracoda,Zooplankton,Planque2014,,,,
Zooplankton,Zooplankton,Planque2014,,,,
Glabraster antarctica,Necromass,Presler1986,,,,
Euphausiacea,Zooplankton,Price1988,,,,
Gaimardia trapesina,Diatomea,Puccinelli2018,,,,
Gaimardia trapesina,Fresh detritus,Puccinelli2018,,,,
Paranotothenia magellanica,Gaimardia trapesina,Puccinelli2018,,,,
Gaimardia trapesina,Phytoplankton,Puccinelli2018,,,,
Dissostichus eleginoides,Cephalopoda,Raymond2011,,,,
Dissostichus eleginoides,Copepoda,Raymond2011,,,,
Euphausiacea,Copepoda,Raymond2011,,,,
Dissostichus eleginoides,Cumacea,Raymond2011,,,,
Dissostichus eleginoides,Echiura,Raymond2011,,,,
Dissostichus eleginoides,Gastropoda,Raymond2011,,,,
Paranotothenia magellanica,Laevilitorina caliginosa,Raymond2011,,,,
Euphausiacea,Ostracoda,Raymond2011,,,,
Austrolycus depressiceps,Adenocystis utricularis,Riccialdelli2017,,,,
Eleginops maclovinus,Adenocystis utricularis,Riccialdelli2017,,,,
Isopoda,Adenocystis utricularis,Riccialdelli2017,,,,
Munida gregaria,Adenocystis utricularis,Riccialdelli2017,,,,
Nacella deaurata,Adenocystis utricularis,Riccialdelli2017,,,,
Patagonotothen tessellata,Adenocystis utricularis,Riccialdelli2017,,,,
Polyplacophora,Adenocystis utricularis,Riccialdelli2017,,,,
Siphonaria lessonii,Adenocystis utricularis,Riccialdelli2017,,,,
Munida gregaria,Aged detritus,Riccialdelli2017,,,,
Austrolycus depressiceps,Anasterias antarctica,Riccialdelli2017,,,,
Eleginops maclovinus,Anasterias antarctica,Riccialdelli2017,,,,
Patagonotothen tessellata,Anasterias antarctica,Riccialdelli2017,,,,
Anasterias antarctica,Aulacomya atra,Riccialdelli2017,,,,
Austrolycus depressiceps,Aulacomya atra,Riccialdelli2017,,,,
Eleginops maclovinus,Callophyllis pinnata,Riccialdelli2017,,,,
Isopoda,Callophyllis pinnata,Riccialdelli2017,,,,
Munida gregaria,Callophyllis pinnata,Riccialdelli2017,,,,
Nacella deaurata,Callophyllis pinnata,Riccialdelli2017,,,,
Patagonotothen tessellata,Callophyllis pinnata,Riccialdelli2017,,,,
Polyplacophora,Callophyllis pinnata,Riccialdelli2017,,,,
Siphonaria lessonii,Callophyllis pinnata,Riccialdelli2017,,,,
Eleginops maclovinus,Ceramium diaphanum,Riccialdelli2017,,,,
Isopoda,Ceramium diaphanum,Riccialdelli2017,,,,
Munida gregaria,Ceramium diaphanum,Riccialdelli2017,,,,
Nacella deaurata,Ceramium diaphanum,Riccialdelli2017,,,,
Patagonotothen tessellata,Ceramium diaphanum,Riccialdelli2017,,,,
Polyplacophora,Ceramium diaphanum,Riccialdelli2017,,,,
Siphonaria lessonii,Ceramium diaphanum,Riccialdelli2017,,,,
Aulacomya atra,Fresh detritus,Riccialdelli2017,,,,
Halicarcinus planatus ,Fresh detritus,Riccialdelli2017,,,,
Isopoda,Fresh detritus,Riccialdelli2017,,,,
Munida gregaria,Fresh detritus,Riccialdelli2017,,,,
Mytilus edulis chilensis,Fresh detritus,Riccialdelli2017,,,,
